Accession	Organism_Name	GenBank_RefSeq	Assembly	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Genotype	Segment	Publications	Geo_Location	Country	USA	Host	Tissue_Specimen_Source	Collection_Date	BioSample	BioProject	GenBank_Title	date	country	strain	virus	accession	latitude	longitude	segment
JF309200.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Kasiiti,J.L., Muriithi,R.M., Gacheru,S.G., Musaa,J.O., Towner,J.S., Reeder,S.A., Oliver,J.B., Stevens,T.L., Erickson,B.R., Morgan,L.T., Khristova,M.L., Hartman,A.L., Comer,J.A., Rollin,P.E., Ksiazek,T.G. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		04-AUG-2011	2007002820	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Garissa	Kenya		buffalo		09-Feb-2007			Rift Valley fever virus strain 2007002820 segment M, complete sequence	2007-02-09	Kenya	2007002820	rvf	JF309200.1	0.0236	37.9062	m
MG659810.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA389/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA389/11 segment M, complete sequence	2011	South Africa	SA389/11	rvf	MG659810.1	-30.5595	22.9375	m
OP146111.1	Rift Valley fever virus	GenBank			Mlingo,T.A.M., Mokoena,N.B. and Nthangeni,M.B.	Research and Development: Virology, Onderstepoort Biological Products Soc Ltd, 100 Old Soutpan Road, Pretoria, Gauteng 0110, South Africa		29-MAR-2023	RSA/OBP/RVFV/Inactivated	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa				1974	SAMN29826208	PRJNA756858	Rift Valley fever virus strain RSA/OBP/RVFV/Inactivated segment M, complete sequence	1974	South Africa	RSA/OBP/RVFV/Inactivated	rvf	OP146111.1	-30.5595	22.9375	m
PV231437.1	Rift Valley fever virus	GenBank			Modise-Tlotleng,B.M., Mpoloka,S.W., Settypalli,T.B.K., Takemura,T., Hyera,J., Xue,D., Kgotlele,T., Morapedi,K., Raboloko,O.O., Marobela-Raborokgwe,C., Viljoen,G.J., Cattoli,G. and Lamien,C.E.	Animal Production and Health Laboratory, Joint FAO/IAEA Centre of Nuclear Techniques in Food and Agriculture, Department of Nuclear Sciences and Applications, International Atomic Energy Agency, Wagramer Strasse 5, P.O. Box 100, Vienna 1400, Austria		23-MAR-2025	BOT_CAP/2017/2928_S5	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3096	complete		M		Botswana	Botswana		caprine		2017			Rift Valley fever virus isolate BOT_CAP/2017/2928_S5 segment M, complete sequence	2017	Botswana	BOT_CAP/2017/2928_S5	rvf	PV231437.1	-22.3285	24.6849	m
KX096942.1	Rift Valley fever virus	GenBank			Shivanna,V., McDowell,C., Wilson,W.C. and Richt,J.A.	Diagnostic Medicine and Pathobiology, Kansas State University, 1800 Denison Ave Mosier Hall, Manhattan, KS 66506, USA		13-JUL-2016	SA01-1322	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Saudi Arabia	Saudi Arabia		Aedes vexans arabiensis		2001			Rift Valley fever virus strain SA01-1322 segment M, complete sequence	2001	Saudi Arabia	SA01-1322	rvf	KX096942.1	23.8859	45.0792	m
MG659784.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA746/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA746/10 segment M, complete sequence	2010	South Africa	SA746/10	rvf	MG659784.1	-30.5595	22.9375	m
MG659745.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU100/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU100/10 segment M, complete sequence	2010	South Africa	SPU100/10	rvf	MG659745.1	-30.5595	22.9375	m
MG659782.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA665/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA665/10 segment M, complete sequence	2010	South Africa	SA665/10	rvf	MG659782.1	-30.5595	22.9375	m
JQ820489.1	Rift Valley fever virus	GenBank			Aradaib,I.E., Erickson,B.R., Khristova,M.L., Karsany,M.E., Elageb,R.M., Elkhidir,I.M., Elbashir,M.I. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		26-JAN-2013	Sudan 86-2010	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3883	complete		M		Sudan: Gezira State	Sudan		Homo sapiens	human sera	Oct-2010			Rift Valley fever virus strain Sudan 86-2010 segment M, complete sequence	2010-10	Sudan	Sudan 86-2010	rvf	JQ820489.1	12.8628	30.2176	m
MG659809.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA359/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA359/11 segment M, complete sequence	2011	South Africa	SA359/11	rvf	MG659809.1	-30.5595	22.9375	m
MG659748.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA110/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA110/10 segment M, complete sequence	2010	South Africa	SA110/10	rvf	MG659748.1	-30.5595	22.9375	m
MG659773.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA484/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA484/10 segment M, complete sequence	2010	South Africa	SA484/10	rvf	MG659773.1	-30.5595	22.9375	m
OM744365.1	Rift Valley fever virus	GenBank			Juma,J.A., Limbaso,S.K. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		20-MAR-2022	DVS-230	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3882	complete		M		Kenya: Kiambu	Kenya		Bos taurus		15-Jul-2021			Rift Valley fever virus strain DVS-230 segment M, complete sequence	2021-07-15	Kenya	DVS-230	rvf	OM744365.1	0.0236	37.9062	m
MG649055.1	Rift Valley fever virus	GenBank			Bi,Y., Gary,W., Wang,B., Li,L. and Zeng,H.	CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Center for Influenza Research and Early-warning (CASCIRE), Chinese Academy of Sciences, No. 1 West Beichen Road, Beijing 100101, China		30-DEC-2018	RVFV-BJ01-Sera-7d/2016	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3884	complete		M		China: Beijing	China		Homo sapiens	serum	22-Jun-2016			Rift Valley fever virus isolate RVFV-BJ01-Sera-7d/2016 segment M, complete sequence	2016-06-22	China	RVFV-BJ01-Sera-7d/2016	rvf	MG649055.1	35.8617	104.1954	m
DQ380195.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	SA-51 (Van Wyck)	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa: Boshof	South Africa		ovine		1951			Rift Valley fever virus strain SA-51 (Van Wyck) segment M, complete sequence	1951	South Africa	SA-51 (Van Wyck)	rvf	DQ380195.1	-30.5595	22.9375	m
KY126704.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU77/08	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		African buffalo		2008			Rift Valley fever virus isolate SPU77/08 segment M, complete sequence	2008	South Africa	SPU77/08	rvf	KY126704.1	-30.5595	22.9375	m
MG659743.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA95/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA95/10 segment M, complete sequence	2010	South Africa	SA95/10	rvf	MG659743.1	-30.5595	22.9375	m
MG659780.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA635/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA635/10 segment M, complete sequence	2010	South Africa	SA635/10	rvf	MG659780.1	-30.5595	22.9375	m
DQ380198.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	Kenya 83 (21445)	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Ruiru	Kenya		Aedes macintoshi		1983			Rift Valley fever virus strain Kenya 83 (21445) segment M, complete sequence	1983	Kenya	Kenya 83 (21445)	rvf	DQ380198.1	0.0236	37.9062	m
DQ380199.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		31-JAN-2007	T-46 (228113)	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Egypt	Egypt		Aedes taeniorhyncus	mosquito which fed on gerbil infected with ZH-501	1977			Rift Valley fever virus strain T-46 (228113) segment M, complete sequence	1977	Egypt	T-46 (228113)	rvf	DQ380199.1	26.8206	30.8025	m
MG659754.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA206/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA206/10 segment M, complete sequence	2010	South Africa	SA206/10	rvf	MG659754.1	-30.5595	22.9375	m
MG659752.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA135/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA135/10 segment M, complete sequence	2010	South Africa	SA135/10	rvf	MG659752.1	-30.5595	22.9375	m
MG659739.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA79/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA79/10 segment M, complete sequence	2010	South Africa	SA79/10	rvf	MG659739.1	-30.5595	22.9375	m
KY126712.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	Ar12568	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Eretmapodites quinquevittatus		1971			Rift Valley fever virus isolate Ar12568 segment M, complete sequence	1971	South Africa	Ar12568	rvf	KY126712.1	-30.5595	22.9375	m
MG659755.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA220/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA220/10 segment M, complete sequence	2010	South Africa	SA220/10	rvf	MG659755.1	-30.5595	22.9375	m
MG659737.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA71/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA71/10 segment M, complete sequence	2010	South Africa	SA71/10	rvf	MG659737.1	-30.5595	22.9375	m
DQ380204.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ZM-657	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Egypt: Sharqiya	Egypt		mosquito		1978			Rift Valley fever virus strain ZM-657 segment M, complete sequence	1978	Egypt	ZM-657	rvf	DQ380204.1	26.8206	30.8025	m
JF326191.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		08-FEB-2012	2007000234	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya	Kenya		Homo sapiens		2007			Rift Valley fever virus strain 2007000234 segment M, complete sequence	2007	Kenya	2007000234	rvf	JF326191.1	0.0236	37.9062	m
MG659741.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU86/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU86/10 segment M, complete sequence	2010	South Africa	SPU86/10	rvf	MG659741.1	-30.5595	22.9375	m
MG972976.1	Rift Valley fever virus	GenBank			Whitmer,S.L.M., Zufan,S.E., Stroeher,U., Nichol,S.T. and Klena,J.D.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		05-MAR-2020	201707023	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3879	complete		M		Uganda	Uganda		Homo sapiens		16-Nov-2017			Rift Valley fever virus strain 201707023 segment M, complete sequence	2017-11-16	Uganda	201707023	rvf	MG972976.1	1.3733	32.2903	m
MG659740.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA85/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA85/10 segment M, complete sequence	2010	South Africa	SA85/10	rvf	MG659740.1	-30.5595	22.9375	m
KY126690.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU105/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU105/10 segment M, complete sequence	2010	South Africa	SPU105/10	rvf	KY126690.1	-30.5595	22.9375	m
EU574039.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007002060	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Nairobi district	Kenya		bovine		31-Jan-2007			Rift Valley fever virus strain 2007002060 segment M, complete sequence	2007-01-31	Kenya	2007002060	rvf	EU574039.1	0.0236	37.9062	m
MG659785.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA770/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA770/10 segment M, complete sequence	2010	South Africa	SA770/10	rvf	MG659785.1	-30.5595	22.9375	m
NC_014396.1	Rift Valley fever virus	RefSeq				National Center for Biotechnology Information, NIH, Bethesda, MD 20894, USA		13-AUG-2018	ZH-548	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Egypt: Sharqiya	Egypt		Homo sapiens	human sera	1977		PRJNA485481	Rift Valley fever virus segment M, complete genome	1977	Egypt	ZH-548	rvf	NC_014396.1	26.8206	30.8025	m
JF326193.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		08-FEB-2012	2007000260	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya	Kenya		mosquito		31-Dec-2006			Rift Valley fever virus strain 2007000260 segment M, complete sequence	2006-12-31	Kenya	2007000260	rvf	JF326193.1	0.0236	37.9062	m
EU574041.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007001809	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Garissa disrict	Kenya		caprine		01-Dec-2006			Rift Valley fever virus strain 2007001809 segment M, complete sequence	2006-12-01	Kenya	2007001809	rvf	EU574041.1	0.0236	37.9062	m
KJ782453.1	Rift Valley fever virus	GenBank			Nakoune,E., Berthet,N. and Kazanji,M.	Department of virology, Institut Pasteur, 28 rue du docteur Roux, Paris, IDF 75724, France		02-MAY-2016	HB1752	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Central African Republic	Central African Republic		Homo sapiens	sera	24-Dec-1985			Rift Valley fever virus strain HB1752 segment M, complete sequence	1985-12-24	Central African Republic	HB1752	rvf	KJ782453.1	6.6111	20.9394	m
KY126703.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU77/04	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Namibia	Namibia		Homo sapiens		2004			Rift Valley fever virus isolate SPU77/04 segment M, complete sequence	2004	Namibia	SPU77/04	rvf	KY126703.1	-22.9576	18.4904	m
JF326192.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		08-FEB-2012	2007000253	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya	Kenya		mosquito		29-Dec-2006			Rift Valley fever virus strain 2007000253 segment M, complete sequence	2006-12-29	Kenya	2007000253	rvf	JF326192.1	0.0236	37.9062	m
MG659761.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA317/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA317/10 segment M, complete sequence	2010	South Africa	SA317/10	rvf	MG659761.1	-30.5595	22.9375	m
DQ380219.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	CAR-R1622	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Central African Republic: Bangui	Central African Republic		Homo sapiens	human sera	1985			Rift Valley fever virus strain CAR-R1622 segment M, complete sequence	1985	Central African Republic	CAR-R1622	rvf	DQ380219.1	6.6111	20.9394	m
OM744367.1	Rift Valley fever virus	GenBank			Juma,J.A., Limbaso,S.K. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		20-MAR-2022	DVS-333	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3879	complete		M		Kenya: Kiambu	Kenya		Bos taurus		15-Jul-2021			Rift Valley fever virus strain DVS-333 segment M, complete sequence	2021-07-15	Kenya	DVS-333	rvf	OM744367.1	0.0236	37.9062	m
KY126714.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU52/99/1	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		African buffalo		1999			Rift Valley fever virus isolate SPU52/99/1 segment M, complete sequence	1999	South Africa	SPU52/99/1	rvf	KY126714.1	-30.5595	22.9375	m
DQ380222.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	2269/74	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Zimbabwe: Sinoia	Zimbabwe		bovine		1974			Rift Valley fever virus strain 2269/74 segment M, complete sequence	1974	Zimbabwe	2269/74	rvf	DQ380222.1	-19.0154	29.1549	m
MG659766.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA394/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA394/10 segment M, complete sequence	2010	South Africa	SA394/10	rvf	MG659766.1	-30.5595	22.9375	m
PV231434.1	Rift Valley fever virus	GenBank			Modise-Tlotleng,B.M., Mpoloka,S.W., Settypalli,T.B.K., Takemura,T., Hyera,J., Xue,D., Kgotlele,T., Morapedi,K., Raboloko,O.O., Marobela-Raborokgwe,C., Viljoen,G.J., Cattoli,G. and Lamien,C.L.	Animal Production and Health Laboratory, Joint FAO/IAEA Centre of Nuclear Techniques in Food and Agriculture, Department of Nuclear Sciences and Applications, International Atomic Energy Agency, Wagramer Strasse 5, P.O. Box 100, Vienna 1400, Austria		23-MAR-2025	BOT_CAP/2018/1327_S6	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Botswana	Botswana		caprine		2018			Rift Valley fever virus isolate BOT_CAP/2018/1327_S6 segment M, complete sequence	2018	Botswana	BOT_CAP/2018/1327_S6	rvf	PV231434.1	-22.3285	24.6849	m
