Accession	Organism_Name	GenBank_RefSeq	Assembly	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Genotype	Segment	Publications	Geo_Location	Country	USA	Host	Tissue_Specimen_Source	Collection_Date	BioSample	BioProject	GenBank_Title	date	country	strain	virus	accession	latitude	longitude	segment
KY196500.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU77/04	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Namibia	Namibia		Homo sapiens		2004			Rift Valley fever virus isolate SPU77/04 segment S, complete sequence	2004	Namibia	SPU77/04	rvf	KY196500.1	-22.9576	18.4904	s
MG659944.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA482/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA482/10 segment S, complete sequence	2010	South Africa	SA482/10	rvf	MG659944.1	-30.5595	22.9375	s
MG659916.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU97/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU97/10 segment S, complete sequence	2010	South Africa	SPU97/10	rvf	MG659916.1	-30.5595	22.9375	s
DQ380166.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ANK-6087	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Guinea	Guinea		Micropterus pusillus (bat)		1984			Rift Valley fever virus strain ANK-6087 segment S, complete sequence	1984	Guinea	ANK-6087	rvf	DQ380166.1	9.9456	-9.6966	s
MG659917.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU100/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU100/10 segment S, complete sequence	2010	South Africa	SPU100/10	rvf	MG659917.1	-30.5595	22.9375	s
KY196506.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU404/09	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2009			Rift Valley fever virus isolate SPU404/09 segment S, complete sequence	2009	South Africa	SPU404/09	rvf	KY196506.1	-30.5595	22.9375	s
EU312113.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	Ar12568RSA71	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Eretmapodites quinquevittatus (mosquito)		1971			Rift Valley fever virus strain Ar12568RSA71 segment S, complete sequence	1971	South Africa	Ar12568RSA71	rvf	EU312113.1	-30.5595	22.9375	s
EU312138.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	ZH548EGY77	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Egypt	Egypt		Homo sapiens		1977			Rift Valley fever virus strain ZH548EGY77 segment S, complete sequence	1977	Egypt	ZH548EGY77	rvf	EU312138.1	26.8206	30.8025	s
DQ380149.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ZH-501	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Egypt: Sharqiya	Egypt		Homo sapiens	human sera	1977			Rift Valley fever virus strain ZH-501 segment S, complete sequence	1977	Egypt	ZH-501	rvf	DQ380149.1	26.8206	30.8025	s
OR528951.1	Rift Valley fever virus	GenBank			Becquart,P., Kombila,L., Mebaley,T.N., Paupy,C., Garcia,D., Nesi,N., Vanhomwegen,J., Mombo,I.M., Piro-Megy,C., Fritz,M., Lenguiya,L.H., Leroy,E.M., N'Dilimabaka,N., Maganga,G.D. and Cetre-Sossah,C.	BIOS, CIRAD, Campus International de Baillarguet, Montpellier 34398, France		26-FEB-2024	2019/Sample-108	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Gabon: Ego Pouma	Gabon		Philantomba monticola	liver/spleen	01-Jul-2019			Rift Valley fever virus strain 2019/Sample-108 segment S, complete sequence	2019-07-01	Gabon	2019/Sample-108	rvf	OR528951.1	-0.8037	11.6094	s
NC_014395.1	Rift Valley fever virus	RefSeq				National Center for Biotechnology Information, NIH, Bethesda, MD 20894, USA		13-AUG-2018	ZH-548	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Egypt: Sharqiya	Egypt		Homo sapiens	human sera	1977		PRJNA485481	Rift Valley fever virus segment S, complete genome	1977	Egypt	ZH-548	rvf	NC_014395.1	26.8206	30.8025	s
MG659920.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA110/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA110/10 segment S, complete sequence	2010	South Africa	SA110/10	rvf	MG659920.1	-30.5595	22.9375	s
MG659951.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA633/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA633/10 segment S, complete sequence	2010	South Africa	SA633/10	rvf	MG659951.1	-30.5595	22.9375	s
DQ380163.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	74HB59	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Central African Republic	Central African Republic		Homo sapiens	human sera	1974			Rift Valley fever virus strain 74HB59 segment S, complete sequence	1974	Central African Republic	74HB59	rvf	DQ380163.1	6.6111	20.9394	s
EU312136.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	VRL2230ZIM78	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Zimbabwe	Zimbabwe		bovine	fetus	1978			Rift Valley fever virus strain VRL2230ZIM78 segment S, complete sequence	1978	Zimbabwe	VRL2230ZIM78	rvf	EU312136.1	-19.0154	29.1549	s
KY196509.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	Ar12568	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		South Africa	South Africa		Eretmapodites quinquevittatus		1971			Rift Valley fever virus isolate Ar12568 segment S, complete sequence	1971	South Africa	Ar12568	rvf	KY196509.1	-30.5595	22.9375	s
EU574062.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007002482	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Thika district	Kenya		bovine		21-Feb-2007			Rift Valley fever virus strain 2007002482 segment S, complete sequence	2007-02-21	Kenya	2007002482	rvf	EU574062.1	0.0236	37.9062	s
EU574076.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000665	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Kenya: Nyeri district	Kenya		bovine		26-Jan-2007			Rift Valley fever virus strain 2007000665 segment S, complete sequence	2007-01-26	Kenya	2007000665	rvf	EU574076.1	0.0236	37.9062	s
MG659981.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA359/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA359/11 segment S, complete sequence	2011	South Africa	SA359/11	rvf	MG659981.1	-30.5595	22.9375	s
KY196502.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	J40/6	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1692	complete		S		South Africa	South Africa		African buffalo		2008			Rift Valley fever virus isolate J40/6 segment S, complete sequence	2008	South Africa	J40/6	rvf	KY196502.1	-30.5595	22.9375	s
KY196494.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA982/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA982/10 segment S, complete sequence	2010	South Africa	SA982/10	rvf	KY196494.1	-30.5595	22.9375	s
KY196499.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA494/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA494/11 segment S, complete sequence	2011	South Africa	SA494/11	rvf	KY196499.1	-30.5595	22.9375	s
MG659923.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA128/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA128/10 segment S, complete sequence	2010	South Africa	SA128/10	rvf	MG659923.1	-30.5595	22.9375	s
ON211621.1	Rift Valley fever virus	GenBank			Ikegami,T.	Pathology, The University of Texas Medical Branch at Galveston, 301 University Blvd., Galveston, TX 77555-0436, USA		25-SEP-2022	RVax-1	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		USA	USA		Vero cells		09-Feb-2020			Rift Valley fever virus strain RVax-1 segment S, complete sequence	2020-02-09	USA	RVax-1	rvf	ON211621.1	39.8283	-98.5795	s
EU312147.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	SPU10315KEN07	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya	Kenya		Homo sapiens		2007			Rift Valley fever virus strain SPU10315KEN07 segment S, complete sequence	2007	Kenya	SPU10315KEN07	rvf	EU312147.1	0.0236	37.9062	s
MG659928.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA225/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA225/10 segment S, complete sequence	2010	South Africa	SA225/10	rvf	MG659928.1	-30.5595	22.9375	s
EU574060.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007003081	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Mbeere district	Kenya		bovine		27-Feb-2007			Rift Valley fever virus strain 2007003081 segment S, complete sequence	2007-02-27	Kenya	2007003081	rvf	EU574060.1	0.0236	37.9062	s
EU574081.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000226	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Maragua district	Kenya		bovine		16-Jan-2007			Rift Valley fever virus strain 2007000226 segment S, complete sequence	2007-01-16	Kenya	2007000226	rvf	EU574081.1	0.0236	37.9062	s
JQ820481.1	Rift Valley fever virus	GenBank			Aradaib,I.E., Erickson,B.R., Khristova,M.L., Karsany,M.E., Elageb,R.M., Elkhidir,I.M., Elbashir,M.I. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		26-JAN-2013	Sudan 30-2010	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1689	complete		S		Sudan: Gezira State	Sudan		Homo sapiens	human sera	Oct-2010			Rift Valley fever virus strain Sudan 30-2010 segment S, complete sequence	2010-10	Sudan	Sudan 30-2010	rvf	JQ820481.1	12.8628	30.2176	s
PV231433.1	Rift Valley fever virus	GenBank			Modise-Tlotleng,B.M., Mpoloka,S.W., Settypalli,T.B.K., Takemura,T., Hyera,J., Xue,D., Kgotlele,T., Morapedi,K., Raboloko,O.O., Marobela-Raborokgwe,C., Viljoen,G.J., Cattoli,G. and Lamien,C.E.	Animal Production and Health Laboratory, Joint FAO/IAEA Centre of Nuclear Techniques in Food and Agriculture, Department of Nuclear Sciences and Applications, International Atomic Energy Agency, Wagramer Strasse 5, P.O. Box 100, Vienna 1400, Austria		23-MAR-2025	BOT_CAP/2018/1327_S6	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Botswana	Botswana		caprine		2018			Rift Valley fever virus isolate BOT_CAP/2018/1327_S6 segment S, complete sequence	2018	Botswana	BOT_CAP/2018/1327_S6	rvf	PV231433.1	-22.3285	24.6849	s
MG659919.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA106/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA106/10 segment S, complete sequence	2010	South Africa	SA106/10	rvf	MG659919.1	-30.5595	22.9375	s
EU312106.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	An991MAD91	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Madagascar	Madagascar		bovine		1991			Rift Valley fever virus strain An991MAD91 segment S, complete sequence	1991	Madagascar	An991MAD91	rvf	EU312106.1	-18.7669	46.8691	s
EU574071.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007001602	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Mombassa district	Kenya		bovine		30-Jan-2007			Rift Valley fever virus strain 2007001602 segment S, complete sequence	2007-01-30	Kenya	2007001602	rvf	EU574071.1	0.0236	37.9062	s
EU312140.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	SPU2223KEN07	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya	Kenya		Homo sapiens		2007			Rift Valley fever virus strain SPU2223KEN07 segment S, complete sequence	2007	Kenya	SPU2223KEN07	rvf	EU312140.1	0.0236	37.9062	s
MG659922.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU126/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU126/10 segment S, complete sequence	2010	South Africa	SPU126/10	rvf	MG659922.1	-30.5595	22.9375	s
EU312105.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	214445KEN83	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya	Kenya		Aedes mcintoshi (mosquito)		1983			Rift Valley fever virus strain 214445KEN83 segment S, complete sequence	1983	Kenya	214445KEN83	rvf	EU312105.1	0.0236	37.9062	s
JF326204.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		08-FEB-2012	2007000324	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Tanzania	Tanzania		Homo sapiens		Feb-2007			Rift Valley fever virus strain 2007000324 segment S, complete sequence	2007-02	Tanzania	2007000324	rvf	JF326204.1	-6.369	34.8888	s
OM744372.1	Rift Valley fever virus	GenBank			Juma,J.A., Limbaso,S.K. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		20-MAR-2022	DVS-333	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1689	complete		S		Kenya: Kiambu	Kenya		Bos taurus		15-Jul-2021			Rift Valley fever virus strain DVS-333 segment S, complete sequence	2021-07-15	Kenya	DVS-333	rvf	OM744372.1	0.0236	37.9062	s
EU312109.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	AnK6087GUI84	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Guinea	Guinea		Micropteropus pusillus (bat)		1984			Rift Valley fever virus strain AnK6087GUI84 segment S, complete sequence	1984	Guinea	AnK6087GUI84	rvf	EU312109.1	9.9456	-9.6966	s
DQ380158.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	SA-51 (Van Wyck)	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		South Africa: Boshof	South Africa		ovine		1951			Rift Valley fever virus strain SA-51 (Van Wyck) segment S, complete sequence	1951	South Africa	SA-51 (Van Wyck)	rvf	DQ380158.1	-30.5595	22.9375	s
EU312111.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	Ar74RSA55	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		South Africa	South Africa		Aedes circumluteolus (mosquito)		1955			Rift Valley fever virus strain Ar74RSA55 segment S, complete sequence	1955	South Africa	Ar74RSA55	rvf	EU312111.1	-30.5595	22.9375	s
DQ380151.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ZH-548	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Egypt: Sharqiya	Egypt		Homo sapiens	human sera	1977			Rift Valley fever virus strain ZH-548 segment S, complete sequence	1977	Egypt	ZH-548	rvf	DQ380151.1	26.8206	30.8025	s
DQ380153.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ZH-1776	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Egypt: Gharbiya	Egypt		Homo sapiens	human sera	1978			Rift Valley fever virus strain ZH-1776 segment S, complete sequence	1978	Egypt	ZH-1776	rvf	DQ380153.1	26.8206	30.8025	s
MG659952.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA635/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA635/10 segment S, complete sequence	2010	South Africa	SA635/10	rvf	MG659952.1	-30.5595	22.9375	s
EU312127.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	SPU52001RSA99	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		South Africa	South Africa		buffalo		1999			Rift Valley fever virus strain SPU52001RSA99 segment S, complete sequence	1999	South Africa	SPU52001RSA99	rvf	EU312127.1	-30.5595	22.9375	s
OR528950.1	Rift Valley fever virus	GenBank			Becquart,P., Kombila,L., Mebaley,T.N., Paupy,C., Garcia,D., Nesi,N., Vanhomwegen,J., Mombo,I.M., Piro-Megy,C., Fritz,M., Lenguiya,L.H., Leroy,E.M., N'Dilimabaka,N., Maganga,G.D. and Cetre-Sossah,C.	BIOS, CIRAD, Campus International de Baillarguet, Montpellier 34398, France		26-FEB-2024	2019/7	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1680	complete		S		Gabon: Grand Itoumbi	Gabon		Philantomba monticola	liver/spleen	20-Apr-2019			Rift Valley fever virus strain 2019/7 segment S, complete sequence	2019-04-20	Gabon	2019/7	rvf	OR528950.1	-0.8037	11.6094	s
KY196491.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA275/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA275/10 segment S, complete sequence	2010	South Africa	SA275/10	rvf	KY196491.1	-30.5595	22.9375	s
MG659962.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1167/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1167/10 segment S, complete sequence	2010	South Africa	SA1167/10	rvf	MG659962.1	-30.5595	22.9375	s
