Accession	Organism_Name	GenBank_RefSeq	Assembly	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Genotype	Segment	Publications	Geo_Location	Country	USA	Host	Tissue_Specimen_Source	Collection_Date	BioSample	BioProject	GenBank_Title	date	country	strain	virus	accession	latitude	longitude	segment
KX632066.1	Rift Valley fever virus	GenBank			Zhang,J.W., Shi,Y.X., Zheng,K., Huang,J.C., Xu,X., Li,X.B., Dai,J., Li,S.F., Zhong,Y.Q., Li,L.Q., Lu,H.R., Ma,J.M., Li,W.S., Yu,J.Y., Hong,R.S., Lu,L.H., Ji,J.K., Peng,S.Q., Mai,G.Q., Huang,Y.T., Qiu,J.J., Li,J.D., Liu,X., Chen,Y.Y., Zhang,X.G., Zhang,J.M., Jin,X., Huang,J.H., Sun,F.J., Wang,Z. and Zhu,Z.Y.	Inspection and Quarantine Technology Centre, Guangdong Entry-Exit Inspection and Quarantine Bureau, General Administration of Quality Supevision, Inspection and Quarantine of the People's Republic of China, No. 8, Madian Road, Haidian District, Beijing 100088, China		27-AUG-2016	BJ01	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6402	complete		L		Angola	Angola		Homo sapiens	blood	22-Jul-2016			Rift Valley fever virus isolate BJ01 segment L, complete sequence	2016-07-22	Angola	BJ01	rvf	KX632066.1	-11.2027	17.8739	l
OM744376.1	Rift Valley fever virus	GenBank			Juma,J.A., Limbaso,S.K. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		20-MAR-2022	DVS-321	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6399	complete		L		Kenya: Kiambu	Kenya		Bos taurus		15-Jul-2021			Rift Valley fever virus strain DVS-321 segment L, complete sequence	2021-07-15	Kenya	DVS-321	rvf	OM744376.1	0.0236	37.9062	l
MG659871.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA770/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA770/10 segment L, complete sequence	2010	South Africa	SA770/10	rvf	MG659871.1	-30.5595	22.9375	l
DQ375413.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	2250/74	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Zimbabwe: Beatrice	Zimbabwe			bovine fetus	1974			Rift Valley fever virus strain 2250/74 segment L, complete sequence	1974	Zimbabwe	2250/74	rvf	DQ375413.1	-19.0154	29.1549	l
MG659837.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA128/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA128/10 segment L, complete sequence	2010	South Africa	SA128/10	rvf	MG659837.1	-30.5595	22.9375	l
MG659843.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA226/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA226/10 segment L, complete sequence	2010	South Africa	SA226/10	rvf	MG659843.1	-30.5595	22.9375	l
MG659887.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1518/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1518/10 segment L, complete sequence	2010	South Africa	SA1518/10	rvf	MG659887.1	-30.5595	22.9375	l
KU167027.1	Rift Valley fever virus	GenBank			Lumley,S., Marston,D.A., Horton,D.L., Johnson,N., Ellis,R.J., Fooks,A.R. and Hewson,R.	Research, Public Health England, Porton Down, Salisbury, Wilts SP40JG, UK		03-MAY-2016	Lunyo	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Uganda	Uganda		mosquito		1955			Rift Valley fever virus strain Lunyo segment L, complete sequence	1955	Uganda	Lunyo	rvf	KU167027.1	1.3733	32.2903	l
KU978780.1	Rift Valley fever virus	GenBank			Rossi,S.L., Forrester,N.L., Ksiazek,T., Guerbois,M., Lin,D., Hari,K. and Weaver,S.C.	Microbiology and Immunology, University of Texas Medical Branch, 301 University Boulevard, Galveston, TX 77555, USA		25-MAR-2017	Ken 199800523	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6431	complete		L		Kenya	Kenya		Homo sapiens		04-Jan-1998	SAMN04017541	PRJNA257008	Rift Valley fever virus isolate Ken 199800523 segment L, complete sequence	1998-01-04	Kenya	Ken 199800523	rvf	KU978780.1	0.0236	37.9062	l
MG659882.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1282/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1282/10 segment L, complete sequence	2010	South Africa	SA1282/10	rvf	MG659882.1	-30.5595	22.9375	l
MG659823.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA71/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA71/10 segment L, complete sequence	2010	South Africa	SA71/10	rvf	MG659823.1	-30.5595	22.9375	l
MG972975.1	Rift Valley fever virus	GenBank			Whitmer,S.L.M., Zufan,S.E., Stroeher,U., Nichol,S.T. and Klena,J.D.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		05-MAR-2020	201707023	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6397	complete		L		Uganda	Uganda		Homo sapiens		16-Nov-2017			Rift Valley fever virus strain 201707023 segment L, complete sequence	2017-11-16	Uganda	201707023	rvf	MG972975.1	1.3733	32.2903	l
KY126667.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU162/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU162/10 segment L, complete sequence	2010	South Africa	SPU162/10	rvf	KY126667.1	-30.5595	22.9375	l
KX611605.1	Rift Valley fever virus	GenBank			Pan,Y., Cui,S., Sun,Y., Li,J., Lv,Y., Dou,X., Li,X., Tian,L., He,Z., Li,X., Chen,L. and Wang,Q.	Institute for Infectious Disease and Endemic Disease Control, Beijing Center for Disease Prevention and Control (CDC), Hepingli Middle St., Beijing, Beijing 100013, China		02-OCT-2016	Beijing-01	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		China	China		Homo sapiens		22-Jul-2016			Rift Valley fever virus isolate Beijing-01 segment L, complete sequence	2016-07-22	China	Beijing-01	rvf	KX611605.1	35.8617	104.1954	l
PV231440.1	Rift Valley fever virus	GenBank			Modise-Tlotleng,B.M., Mpoloka,S.W., Settypalli,T.B.K., Takemura,T., Hyera,L., Xue,D., Kgotlele,T., Morapedi,K., Raboloko,O.O., Marobela-Raborokgwe,C., Viljoen,G.J., Cattoli,G. and Lamien,C.E.	Animal Production and Health Laboratory, Joint FAO/IAEA Centre of Nuclear Techniques in Food and Agriculture, Department of Nuclear Sciences and Applications, International Atomic Energy Agency, Wagramer Strasse 5, P.O. Box 100, Vienna 1400, Austria		23-MAR-2025	BOT_CAP/2020/2112_S4	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1071	complete		L		Botswana	Botswana		caprine		2020			Rift Valley fever virus isolate BOT_CAP/2020/2112_S4 segment L, complete sequence	2020	Botswana	BOT_CAP/2020/2112_S4	rvf	PV231440.1	-22.3285	24.6849	l
DQ375401.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	Saudi 2000-10911	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Saudi Arabia	Saudi Arabia			human sera	2000			Rift Valley fever virus strain Saudi 2000-10911 segment L, complete sequence	2000	Saudi Arabia	Saudi 2000-10911	rvf	DQ375401.1	23.8859	45.0792	l
MG659891.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA295/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA295/11 segment L, complete sequence	2011	South Africa	SA295/11	rvf	MG659891.1	-30.5595	22.9375	l
EU574019.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007001292	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Meru South district	Kenya		bovine		31-Jan-2007			Rift Valley fever virus strain 2007001292 segment L, complete sequence	2007-01-31	Kenya	2007001292	rvf	EU574019.1	0.0236	37.9062	l
MG659898.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	B314	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya	Kenya		bovine		1962			Rift Valley fever virus isolate B314 segment L, complete sequence	1962	Kenya	B314	rvf	MG659898.1	0.0236	37.9062	l
JQ820483.1	Rift Valley fever virus	GenBank			Aradaib,I.E., Erickson,B.R., Khristova,M.L., Karsany,M.E., Elageb,R.M., Elkhidir,I.M., Elbashir,M.I. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		26-JAN-2013	Sudan 2V-2007	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6397	complete		L		Sudan: White Nile State	Sudan		Homo sapiens	human sera	2007			Rift Valley fever virus strain Sudan 2V-2007 segment L, complete sequence	2007	Sudan	Sudan 2V-2007	rvf	JQ820483.1	12.8628	30.2176	l
JF311372.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803166	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Madagascar: Antananarivo	Madagascar		Homo sapiens		Feb-1991			Rift Valley fever virus strain 200803166 segment L, complete sequence	1991-02	Madagascar	200803166	rvf	JF311372.1	-18.7669	46.8691	l
MZ513012.1	Rift Valley fever virus	GenBank			Bob,N.S., Diagne,M.M., Faye,M., Ndione,M.H.D., Diallo,A., Diop,M., Loucoubar,C., Faye,O., Fall,G. and Faye,O.	Virology, Institut Pasteur de Dakar, 36 Avenue Pasteur, Dakar 221, Senegal		04-MAR-2022	SH327052	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6400	complete		L		Senegal	Senegal		Homo sapiens	serum	2020			Rift Valley fever virus isolate SH327052 nonfunctional polymerase gene, complete sequence	2020	Senegal	SH327052	rvf	MZ513012.1	14.4974	-14.4524	l
PV231438.1	Rift Valley fever virus	GenBank			Modise-Tlotleng,B.M., Mpoloka,S.W., Settypalli,T.B.K., Takemura,T., Hyera,J., Xue,D., Kgotlele,T., Morapedi,K., Raboloko,O.O., Marobela-Raborokgwe,C., Viljoen,G.J., Cattoli,G. and Lamien,C.E.	Animal Production and Health Laboratory, Joint FAO/IAEA Centre of Nuclear Techniques in Food and Agriculture, Department of Nuclear Sciences and Applications, International Atomic Energy Agency, Wagramer Strasse 5, P.O. Box 100, Vienna 1400, Austria		23-MAR-2025	BOT_CAP/2018/1327_S6	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Botswana	Botswana		caprine		2018			Rift Valley fever virus isolate BOT_CAP/2018/1327_S6 segment L, complete sequence	2018	Botswana	BOT_CAP/2018/1327_S6	rvf	PV231438.1	-22.3285	24.6849	l
DQ375425.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	73HB1230	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Central African Republic	Central African Republic			human sera	1973			Rift Valley fever virus strain 73HB1230 segment L, complete sequence	1973	Central African Republic	73HB1230	rvf	DQ375425.1	6.6111	20.9394	l
EU574006.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007003644	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Baringo district	Kenya		ovine		07-Feb-2007			Rift Valley fever virus strain 2007003644 segment L, complete sequence	2007-02-07	Kenya	2007003644	rvf	EU574006.1	0.0236	37.9062	l
EU574005.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007004193	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Nairobi district	Kenya		bovine		23-Apr-2007			Rift Valley fever virus strain 2007004193 segment L, complete sequence	2007-04-23	Kenya	2007004193	rvf	EU574005.1	0.0236	37.9062	l
KY126665.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU105/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU105/10 segment L, complete sequence	2010	South Africa	SPU105/10	rvf	KY126665.1	-30.5595	22.9375	l
JF326190.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		08-FEB-2012	2007000324	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Tanzania	Tanzania		Homo sapiens		Feb-2007			Rift Valley fever virus strain 2007000324 segment L, complete sequence	2007-02	Tanzania	2007000324	rvf	JF326190.1	-6.369	34.8888	l
MG659873.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1061/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1061/10 segment L, complete sequence	2010	South Africa	SA1061/10	rvf	MG659873.1	-30.5595	22.9375	l
EU574027.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000223	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Maragua district	Kenya		bovine		16-Jan-2007			Rift Valley fever virus strain 2007000223 segment L, complete sequence	2007-01-16	Kenya	2007000223	rvf	EU574027.1	0.0236	37.9062	l
JF311370.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803164	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Madagascar: Ankazobe	Madagascar		Homo sapiens		Mar-2008			Rift Valley fever virus strain 200803164 segment L, complete sequence	2008-03	Madagascar	200803164	rvf	JF311370.1	-18.7669	46.8691	l
EU574024.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000473	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Kajaido district	Kenya		ovine		26-Jan-2007			Rift Valley fever virus strain 2007000473 segment L, complete sequence	2007-01-26	Kenya	2007000473	rvf	EU574024.1	0.0236	37.9062	l
OM744403.1	Rift Valley fever virus	GenBank			Borrego,B. and Brun,A.	Centro Investigacion Sanidad Animal, INIA/CSIC, Carretera Algete-El Casar, Valdeolmos, Madrid 28130, Spain		16-JUL-2022	40Fp8	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Spain	Spain				21-Jun-2016			Rift Valley fever virus isolate 40Fp8 segment L, complete sequence	2016-06-21	Spain	40Fp8	rvf	OM744403.1	40.4637	-3.7492	l
EU574010.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007002476	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Nakuru district	Kenya		bovine		21-Feb-2007			Rift Valley fever virus strain 2007002476 segment L, complete sequence	2007-02-21	Kenya	2007002476	rvf	EU574010.1	0.0236	37.9062	l
MG659836.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU126/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU126/10 segment L, complete sequence	2010	South Africa	SPU126/10	rvf	MG659836.1	-30.5595	22.9375	l
KY126682.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU152/08	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2008			Rift Valley fever virus isolate SPU152/08 segment L, complete sequence	2008	South Africa	SPU152/08	rvf	KY126682.1	-30.5595	22.9375	l
KY126677.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA494/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA494/11 segment L, complete sequence	2011	South Africa	SA494/11	rvf	KY126677.1	-30.5595	22.9375	l
OR972326.1	Rift Valley fever virus	GenBank			Kimita,G., Lemtudo,A.P., Awinda,G.O., Mutai,B.K. and Waitumbi,J.N.	Basic Science Laboratory, WRAIR-Africa, Kisumu - Kakamega Highway, Kisumu 40100, Kenya		25-DEC-2023	AFI-MGT-989	Phlebovirus riftense	Phlebovirus	Phenuiviridae	viral cRNA	6397	complete		L		Kenya: Baringo, Marigat, Sintaan	Kenya		Homo sapiens	plasma	2018-07-16			Rift Valley fever virus isolate AFI-MGT-989 segment L, complete sequence	2018-07-16	Kenya	AFI-MGT-989	rvf	OR972326.1	0.0236	37.9062	l
MG972972.1	Rift Valley fever virus	GenBank			Whitmer,S.L.M., Zufan,S.E., Stroeher,U., Nichol,S.T. and Klena,J.D.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		05-MAR-2020	201707024	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6321	complete		L		Uganda	Uganda		Homo sapiens		21-Nov-2017			Rift Valley fever virus strain 201707024 segment L, complete sequence	2017-11-21	Uganda	201707024	rvf	MG972972.1	1.3733	32.2903	l
MG659874.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1081/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1081/10 segment L, complete sequence	2010	South Africa	SA1081/10	rvf	MG659874.1	-30.5595	22.9375	l
DQ375395.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	OS-8	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Mauritania	Mauritania			human sera	1987			Rift Valley fever virus strain OS-8 segment L, complete sequence	1987	Mauritania	OS-8	rvf	DQ375395.1	21.0079	-10.9408	l
MG659862.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA538/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA538/10 segment L, complete sequence	2010	South Africa	SA538/10	rvf	MG659862.1	-30.5595	22.9375	l
MG659883.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1329/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1329/10 segment L, complete sequence	2010	South Africa	SA1329/10	rvf	MG659883.1	-30.5595	22.9375	l
JQ820484.1	Rift Valley fever virus	GenBank			Aradaib,I.E., Erickson,B.R., Khristova,M.L., Karsany,M.E., Elageb,R.M., Elkhidir,I.M., Elbashir,M.I. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		26-JAN-2013	Sudan 86-2010	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6402	complete		L		Sudan: Gezira State	Sudan		Homo sapiens	human sera	Oct-2010			Rift Valley fever virus strain Sudan 86-2010 segment L, complete sequence	2010-10	Sudan	Sudan 86-2010	rvf	JQ820484.1	12.8628	30.2176	l
EU574030.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000080	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Maragua district	Kenya		bovine		12-Jan-2007			Rift Valley fever virus strain 2007000080 segment L, complete sequence	2007-01-12	Kenya	2007000080	rvf	EU574030.1	0.0236	37.9062	l
PP541453.1	Rift Valley fever virus	GenBank			Sene,O.	Virology, Institut Pasteur, Dakar, 30, Avenue Pasteur, Dakar 220, Senegal		27-OCT-2024	SH409226	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6315	complete		L		Senegal	Senegal		Homo sapiens		11-Nov-2022			Rift Valley fever virus isolate SH409226 segment L, complete sequence	2022-11-11	Senegal	SH409226	rvf	PP541453.1	14.4974	-14.4524	l
